t,block_x,block_y,block_z,base_x,base_y,base_z,base_qw,base_qx,base_qy,base_qz,wrist_x,wrist_y,wrist_z,rsp_des,rsr_des,rsy_des,rel_des,rsp_now,rsr_now,rsy_now,rel_now
0.0020,0.45000,-0.15000,1.00796,-0.00002,-0.00000,1.02996,1.00000,-0.00000,0.00001,0.00013,0.23400,-0.20950,1.12498,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000
0.0040,0.45000,-0.15000,1.00788,-0.00006,-0.00000,1.02988,1.00000,-0.00000,0.00002,0.00037,0.23400,-0.20949,1.12494,-0.0000,0.0000,0.0000,0.0000,-0.0001,-0.0000,-0.0000,0.0000
0.0060,0.45000,-0.15000,1.00776,-0.00012,-0.00000,1.02977,1.00000,-0.00000,0.00003,0.00072,0.23399,-0.20948,1.12487,-0.0000,0.0000,0.0000,0.0000,-0.0001,-0.0001,-0.0000,0.0000
0.0080,0.45000,-0.15000,1.00761,-0.00018,-0.00000,1.02961,1.00000,-0.00000,0.00004,0.00114,0.23398,-0.20946,1.12475,-0.0000,0.0000,0.0000,0.0000,-0.0001,-0.0001,-0.0001,0.0000
0.0100,0.45000,-0.15000,1.00741,-0.00026,-0.00000,1.02942,1.00000,0.00001,0.00004,0.00167,0.23397,-0.20943,1.12460,-0.0000,0.0000,0.0000,0.0000,-0.0002,-0.0001,-0.0001,0.0000
0.0120,0.45000,-0.15000,1.00718,-0.00035,-0.00001,1.02920,1.00000,0.00002,0.00005,0.00229,0.23396,-0.20939,1.12441,-0.0000,0.0000,0.0000,0.0000,-0.0002,-0.0002,-0.0001,0.0000
0.0140,0.45000,-0.15000,1.00690,-0.00046,-0.00001,1.02896,1.00000,0.00002,0.00005,0.00296,0.23394,-0.20935,1.12420,-0.0000,0.0000,0.0000,0.0000,-0.0002,-0.0002,-0.0002,0.0001
0.0160,0.45000,-0.15000,1.00668,-0.00057,-0.00001,1.02869,0.99999,0.00002,0.00005,0.00367,0.23392,-0.20930,1.12395,-0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0003,-0.0002,0.0001
0.0180,0.45000,-0.15000,1.00651,-0.00070,-0.00002,1.02838,0.99999,0.00003,0.00003,0.00443,0.23389,-0.20924,1.12367,-0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0004,-0.0003,0.0002
0.0200,0.45000,-0.15000,1.00638,-0.00083,-0.00002,1.02804,0.99999,0.00003,-0.00000,0.00521,0.23387,-0.20917,1.12336,-0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0004,-0.0003,0.0002
