t,block_x,block_y,block_z,base_x,base_y,base_z,base_qw,base_qx,base_qy,base_qz,wrist_x,wrist_y,wrist_z,rsp_des,rsr_des,rsy_des,rel_des,rsp_now,rsr_now,rsy_now,rel_now
0.0020,0.45000,-0.15000,0.97796,-0.00002,-0.00000,1.02996,1.00000,-0.00000,0.00001,0.00013,0.23400,-0.20950,1.12498,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000
0.0040,0.45000,-0.15000,0.97788,-0.00006,-0.00000,1.02988,1.00000,-0.00000,0.00002,0.00037,0.23400,-0.20949,1.12494,-0.0000,0.0000,0.0000,0.0000,-0.0001,-0.0000,-0.0000,0.0000
0.0060,0.45000,-0.15000,0.97776,-0.00012,-0.00000,1.02977,1.00000,-0.00000,0.00003,0.00072,0.23399,-0.20948,1.12487,-0.0000,0.0000,0.0000,0.0000,-0.0001,-0.0001,-0.0000,0.0000
0.0080,0.45000,-0.15000,0.97761,-0.00018,-0.00000,1.02961,1.00000,-0.00000,0.00004,0.00114,0.23398,-0.20946,1.12475,-0.0000,0.0000,0.0000,0.0000,-0.0001,-0.0001,-0.0001,0.0000
0.0100,0.45000,-0.15000,0.97741,-0.00026,-0.00000,1.02942,1.00000,0.00001,0.00004,0.00167,0.23397,-0.20943,1.12460,-0.0000,0.0000,0.0000,0.0000,-0.0002,-0.0001,-0.0001,0.0000
0.0120,0.45000,-0.15000,0.97718,-0.00035,-0.00001,1.02920,1.00000,0.00002,0.00005,0.00229,0.23396,-0.20939,1.12441,-0.0000,0.0000,0.0000,0.0000,-0.0002,-0.0002,-0.0001,0.0000
0.0140,0.45000,-0.15000,0.97690,-0.00046,-0.00001,1.02896,1.00000,0.00002,0.00005,0.00296,0.23394,-0.20935,1.12420,-0.0000,0.0000,0.0000,0.0000,-0.0002,-0.0002,-0.0002,0.0001
0.0160,0.45000,-0.15000,0.97668,-0.00057,-0.00001,1.02869,0.99999,0.00002,0.00005,0.00367,0.23392,-0.20930,1.12395,-0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0003,-0.0002,0.0001
0.0180,0.45000,-0.15000,0.97651,-0.00070,-0.00002,1.02838,0.99999,0.00003,0.00003,0.00443,0.23389,-0.20924,1.12367,-0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0004,-0.0003,0.0002
0.0200,0.45000,-0.15000,0.97638,-0.00083,-0.00002,1.02804,0.99999,0.00003,-0.00000,0.00521,0.23387,-0.20917,1.12336,-0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0004,-0.0003,0.0002
0.0220,0.45000,-0.15000,0.97628,-0.00095,-0.00002,1.02767,0.99998,0.00004,-0.00006,0.00601,0.23384,-0.20909,1.12302,-0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0005,-0.0004,0.0003
0.0240,0.45000,-0.15000,0.97620,-0.00108,-0.00002,1.02726,0.99998,0.00005,-0.00014,0.00682,0.23381,-0.20900,1.12266,-0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0006,-0.0004,0.0004
0.0260,0.45000,-0.15000,0.97615,-0.00121,-0.00002,1.02681,0.99997,0.00005,-0.00026,0.00762,0.23378,-0.20891,1.12226,-0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0007,-0.0004,0.0005
0.0280,0.45000,-0.15000,0.97612,-0.00132,-0.00002,1.02634,0.99996,0.00008,-0.00041,0.00843,0.23376,-0.20881,1.12184,-0.0000,0.0000,0.0000,0.0000,-0.0002,-0.0008,-0.0005,0.0005
0.0300,0.45000,-0.15000,0.97610,-0.00144,-0.00000,1.02588,0.99996,0.00011,-0.00059,0.00927,0.23373,-0.20870,1.12140,-0.0000,0.0000,0.0000,0.0000,-0.0001,-0.0009,-0.0005,0.0007
0.0320,0.45000,-0.15000,0.97609,-0.00154,0.00001,1.02542,0.99995,0.00013,-0.00081,0.01013,0.23370,-0.20858,1.12096,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0010,-0.0006,0.0010
0.0340,0.45000,-0.15000,0.97610,-0.00164,0.00003,1.02496,0.99994,0.00014,-0.00107,0.01100,0.23367,-0.20845,1.12051,-0.0000,0.0000,0.0000,0.0000,0.0002,-0.0011,-0.0006,0.0012
0.0360,0.45000,-0.15000,0.97611,-0.00172,0.00004,1.02449,0.99993,0.00015,-0.00137,0.01188,0.23363,-0.20832,1.12006,-0.0000,0.0000,0.0000,0.0000,0.0004,-0.0013,-0.0006,0.0016
0.0380,0.45000,-0.15000,0.97613,-0.00179,0.00006,1.02401,0.99992,0.00015,-0.00173,0.01264,0.23358,-0.20818,1.11961,-0.0000,0.0000,0.0000,0.0000,0.0006,-0.0014,-0.0007,0.0019
0.0400,0.45000,-0.15000,0.97615,-0.00184,0.00007,1.02350,0.99991,0.00013,-0.00214,0.01345,0.23354,-0.20803,1.11917,-0.0000,0.0000,0.0000,0.0000,0.0008,-0.0015,-0.0007,0.0023
0.0420,0.45000,-0.15000,0.97617,-0.00189,0.00009,1.02298,0.99989,0.00010,-0.00262,0.01432,0.23350,-0.20788,1.11873,-0.0000,0.0000,0.0000,0.0000,0.0011,-0.0016,-0.0007,0.0026
0.0440,0.45000,-0.15000,0.97620,-0.00192,0.00009,1.02244,0.99988,0.00006,-0.00315,0.01522,0.23346,-0.20771,1.11829,-0.0000,0.0000,0.0000,0.0000,0.0014,-0.0017,-0.0007,0.0030
0.0460,0.45000,-0.15000,0.97623,-0.00193,0.00010,1.02190,0.99986,0.00002,-0.00375,0.01616,0.23342,-0.20754,1.11786,-0.0000,0.0000,0.0000,0.0000,0.0017,-0.0019,-0.0008,0.0034
