t,block_x,block_y,block_z,base_x,base_y,base_z,base_qw,base_qx,base_qy,base_qz,wrist_x,wrist_y,wrist_z,wrist_qw,wrist_qx,wrist_qy,wrist_qz,rsp_des,rsr_des,rsy_des,rel_des,rsp_now,rsr_now,rsy_now,rel_now,tau_l0,tau_l1,tau_l2,tau_l3,tau_l4,tau_l5,tau_l6,tau_l7,tau_l8,tau_l9,tau_l10,tau_l11
0.0020,0.30000,0.00000,0.97696,-0.00002,-0.00000,1.02996,1.00000,-0.00000,0.00001,0.00013,0.23400,-0.20950,1.12498,1.00000,0.00000,0.00000,0.00000,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,-32.000,0.000,0.000,108.000,-12.000,0.000,-32.000,0.000,0.000,108.000,-12.000,0.000
0.0040,0.30000,0.00000,0.97688,-0.00006,-0.00000,1.02988,1.00000,-0.00000,0.00002,0.00037,0.23400,-0.20949,1.12494,1.00000,-0.00000,-0.00000,0.00002,-0.0000,0.0000,0.0000,0.0000,-0.0001,-0.0000,-0.0000,0.0000,-29.911,2.191,-0.017,98.201,-11.660,-0.000,-28.964,2.500,-0.026,97.977,-11.663,-0.000
0.0060,0.30000,0.00000,0.97682,-0.00012,-0.00000,1.02977,1.00000,-0.00000,0.00003,0.00072,0.23399,-0.20948,1.12487,1.00000,-0.00001,-0.00000,0.00007,-0.0000,0.0000,0.0000,0.0000,-0.0001,-0.0001,-0.0000,0.0000,-27.826,4.237,-0.034,88.770,-11.306,-0.000,-26.063,4.851,-0.051,88.350,-11.313,-0.000
0.0080,0.30000,-0.00000,0.97677,-0.00018,-0.00000,1.02961,1.00000,-0.00000,0.00004,0.00114,0.23398,-0.20946,1.12475,1.00000,-0.00003,-0.00001,0.00013,-0.0000,0.0000,0.0000,0.0000,-0.0001,-0.0001,-0.0001,0.0000,-25.756,6.132,-0.049,79.733,-10.941,-0.000,-23.302,7.046,-0.072,79.145,-10.951,-0.000
0.0100,0.30000,-0.00000,0.97673,-0.00026,-0.00000,1.02942,1.00000,0.00001,0.00004,0.00167,0.23397,-0.20943,1.12460,1.00000,-0.00005,-0.00003,0.00022,-0.0000,0.0000,0.0000,0.0000,-0.0002,-0.0001,-0.0001,0.0000,-23.708,7.875,-0.062,71.113,-10.566,-0.000,-20.687,9.080,-0.090,70.386,-10.580,-0.000
0.0120,0.30000,0.00000,0.97670,-0.00035,-0.00001,1.02920,1.00000,0.00002,0.00005,0.00229,0.23396,-0.20939,1.12441,1.00000,-0.00006,-0.00004,0.00033,-0.0000,0.0000,0.0000,0.0000,-0.0002,-0.0002,-0.0001,0.0000,-22.201,9.565,-0.050,66.155,-9.565,0.016,-18.153,10.955,-0.033,62.118,-10.202,-0.000
0.0140,0.30000,-0.00000,0.97668,-0.00046,-0.00001,1.02896,1.00000,0.00002,0.00005,0.00296,0.23394,-0.20935,1.12420,1.00000,-0.00007,-0.00004,0.00047,-0.0000,0.0000,0.0000,0.0000,-0.0002,-0.0002,-0.0002,0.0001,-20.633,11.263,-0.123,61.209,-8.579,0.034,-16.177,12.616,-0.209,57.777,-9.135,0.012
0.0160,0.30000,0.00000,0.97666,-0.00057,-0.00001,1.02869,0.99999,0.00002,0.00005,0.00367,0.23392,-0.20930,1.12395,1.00000,-0.00009,-0.00004,0.00063,-0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0003,-0.0002,0.0001,-18.833,12.817,-0.244,56.247,-7.620,0.019,-14.290,14.231,-0.374,53.344,-8.103,0.026
0.0180,0.30000,0.00000,0.97665,-0.00070,-0.00002,1.02838,0.99999,0.00003,0.00003,0.00443,0.23389,-0.20924,1.12367,1.00000,-0.00012,-0.00003,0.00081,-0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0004,-0.0003,0.0002,-17.076,14.266,-0.354,51.366,-6.686,0.002,-12.474,15.764,-0.519,48.889,-7.109,0.040
0.0200,0.30000,0.00000,0.97665,-0.00083,-0.00002,1.02804,0.99999,0.00003,-0.00000,0.00521,0.23387,-0.20917,1.12336,1.00000,-0.00015,-0.00002,0.00102,-0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0004,-0.0003,0.0002,-15.544,15.639,-0.403,46.724,-5.761,0.012,-10.715,17.191,-0.634,44.483,-6.152,0.055
0.0220,0.30000,0.00000,0.97664,-0.00095,-0.00002,1.02767,0.99998,0.00004,-0.00006,0.00601,0.23384,-0.20909,1.12302,1.00000,-0.00019,-0.00003,0.00125,-0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0005,-0.0004,0.0003,-14.046,16.897,-0.448,42.204,-4.865,0.021,-9.042,18.519,-0.729,40.165,-5.232,0.071
0.0240,0.30000,0.00000,0.97664,-0.00108,-0.00002,1.02726,0.99998,0.00005,-0.00014,0.00682,0.23381,-0.20900,1.12266,1.00000,-0.00022,-0.00005,0.00149,-0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0006,-0.0004,0.0004,-12.589,18.037,-0.490,37.823,-4.000,0.031,-7.461,19.741,-0.808,35.973,-4.349,0.087
0.0260,0.30000,0.00000,0.97664,-0.00121,-0.00002,1.02681,0.99997,0.00005,-0.00026,0.00762,0.23378,-0.20891,1.12226,1.00000,-0.00026,-0.00008,0.00176,-0.0000,0.0000,0.0000,0.0000,-0.0003,-0.0007,-0.0004,0.0005,-11.178,19.058,-0.531,33.601,-3.167,0.041,-5.976,20.854,-0.869,31.941,-3.503,0.103
0.0280,0.30000,0.00000,0.97665,-0.00132,-0.00002,1.02634,0.99996,0.00008,-0.00041,0.00843,0.23376,-0.20881,1.12184,1.00000,-0.00030,-0.00015,0.00204,-0.0000,0.0000,0.0000,0.0000,-0.0002,-0.0008,-0.0005,0.0005,-9.644,19.906,-0.586,28.437,-2.592,0.044,-4.629,21.846,-0.949,28.066,-2.693,0.120
0.0300,0.30000,0.00000,0.97665,-0.00144,-0.00000,1.02588,0.99996,0.00011,-0.00059,0.00927,0.23373,-0.20870,1.12140,1.00000,-0.00031,-0.00024,0.00234,-0.0000,0.0000,0.0000,0.0000,-0.0001,-0.0009,-0.0005,0.0007,-8.911,21.238,-0.247,24.506,-2.368,0.137,-3.227,22.672,-0.834,24.215,-1.953,0.121
0.0320,0.30000,0.00000,0.97666,-0.00154,0.00001,1.02542,0.99995,0.00013,-0.00081,0.01013,0.23370,-0.20858,1.12096,1.00000,-0.00034,-0.00029,0.00265,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0010,-0.0006,0.0010,-8.203,22.647,-0.083,20.568,-2.280,0.180,-2.794,23.945,-0.581,20.489,-1.928,0.165
0.0340,0.30000,0.00000,0.97666,-0.00164,0.00003,1.02496,0.99994,0.00014,-0.00107,0.01100,0.23367,-0.20845,1.12051,1.00000,-0.00037,-0.00033,0.00299,-0.0000,0.0000,0.0000,0.0000,0.0002,-0.0011,-0.0006,0.0012,-7.521,23.903,0.041,16.803,-2.200,0.221,-2.426,25.083,-0.391,16.914,-1.919,0.204
0.0360,0.30000,0.00000,0.97667,-0.00172,0.00004,1.02449,0.99993,0.00015,-0.00137,0.01188,0.23363,-0.20832,1.12006,0.99999,-0.00042,-0.00037,0.00333,-0.0000,0.0000,0.0000,0.0000,0.0004,-0.0013,-0.0006,0.0016,-6.759,24.951,0.165,13.251,-2.107,0.251,-2.027,26.076,-0.226,13.492,-1.900,0.235
0.0380,0.30000,0.00000,0.97668,-0.00179,0.00006,1.02401,0.99992,0.00015,-0.00173,0.01264,0.23358,-0.20818,1.11961,0.99999,-0.00048,-0.00042,0.00370,-0.0000,0.0000,0.0000,0.0000,0.0006,-0.0014,-0.0007,0.0019,15.938,31.748,71.340,2.098,9.000,1.414,18.348,21.758,-69.061,3.653,7.891,-0.305
0.0400,0.30000,0.00000,0.97669,-0.00184,0.00008,1.02350,0.99991,0.00014,-0.00214,0.01330,0.23354,-0.20803,1.11917,0.99999,-0.00053,-0.00050,0.00406,-0.0000,0.0000,0.0000,0.0000,0.0008,-0.0015,-0.0007,0.0022,14.944,32.191,71.297,0.004,8.906,1.437,17.716,22.265,-68.964,1.245,7.799,-0.299
0.0420,0.30000,0.00000,0.97669,-0.00187,0.00009,1.02297,0.99990,0.00013,-0.00261,0.01385,0.23350,-0.20788,1.11872,0.99999,-0.00059,-0.00062,0.00442,-0.0000,0.0000,0.0000,0.0000,0.0010,-0.0016,-0.0007,0.0026,13.973,32.495,71.250,-1.872,8.793,1.456,17.102,22.644,-68.885,-0.956,7.695,-0.296
0.0440,0.30000,0.00000,0.97670,-0.00188,0.00010,1.02242,0.99989,0.00011,-0.00313,0.01431,0.23346,-0.20773,1.11828,0.99999,-0.00064,-0.00080,0.00477,-0.0000,0.0000,0.0000,0.0000,0.0013,-0.0016,-0.0007,0.0029,13.027,32.672,71.202,-3.545,8.658,1.471,16.509,22.905,-68.816,-2.965,7.572,-0.296
0.0460,0.30000,0.00000,0.97671,-0.00187,0.00010,1.02185,0.99988,0.00008,-0.00371,0.01485,0.23342,-0.20758,1.11785,0.99999,-0.00068,-0.00102,0.00511,-0.0000,0.0000,0.0000,0.0000,0.0016,-0.0017,-0.0007,0.0033,-15.503,18.153,156.950,33.251,8.499,1.379,-7.297,47.147,-138.894,33.827,5.607,0.241
0.0480,0.30000,0.00000,0.97672,-0.00186,0.00011,1.02128,0.99987,0.00005,-0.00434,0.01547,0.23339,-0.20742,1.11742,0.99998,-0.00074,-0.00129,0.00547,-0.0000,0.0000,0.0000,0.0000,0.0019,-0.0017,-0.0007,0.0037,-14.791,19.212,156.596,28.074,8.270,1.411,-6.023,47.774,-138.601,30.018,5.480,0.237
0.0500,0.30000,0.00000,0.97672,-0.00184,0.00011,1.02071,0.99986,0.00000,-0.00502,0.01617,0.23335,-0.20725,1.11700,0.99998,-0.00079,-0.00160,0.00585,-0.0000,0.0000,0.0000,0.0000,0.0022,-0.0018,-0.0008,0.0040,-14.047,20.020,156.609,23.734,8.877,1.435,-4.809,48.306,-138.125,26.386,5.328,0.222
0.0520,0.30000,0.00000,0.97673,-0.00181,0.00010,1.02014,0.99984,-0.00007,-0.00575,0.01695,0.23331,-0.20708,1.11660,0.99998,-0.00086,-0.00192,0.00625,-0.0000,0.0000,0.0000,0.0000,0.0026,-0.0018,-0.0008,0.0044,-13.154,20.729,156.343,19.790,9.459,1.502,-4.699,48.536,-138.260,23.406,5.807,0.144
0.0540,0.30000,0.00000,0.97674,-0.00177,0.00009,1.01956,0.99982,-0.00017,-0.00652,0.01774,0.23327,-0.20689,1.11622,0.99997,-0.00095,-0.00226,0.00667,-0.0000,0.0000,0.0000,0.0000,0.0030,-0.0019,-0.0008,0.0049,-12.238,21.312,156.088,16.055,10.014,1.578,-4.582,48.624,-138.382,20.651,6.315,0.088
0.0560,0.30000,0.00000,0.97674,-0.00172,0.00006,1.01897,0.99980,-0.00030,-0.00733,0.01855,0.23323,-0.20670,1.11585,0.99997,-0.00107,-0.00263,0.00711,-0.0000,0.0000,0.0000,0.0000,0.0034,-0.0019,-0.0008,0.0052,-9.836,21.335,155.459,13.268,10.598,1.616,-4.629,48.766,-138.580,17.882,6.800,0.028
0.0580,0.30000,0.00000,0.97675,-0.00167,0.00003,1.01837,0.99978,-0.00046,-0.00819,0.01936,0.23319,-0.20651,1.11551,0.99997,-0.00122,-0.00305,0.00756,-0.0000,0.0000,0.0000,0.0000,0.0039,-0.0020,-0.0008,0.0056,-7.473,21.243,154.841,10.672,11.165,1.656,-4.641,48.827,-138.759,15.261,7.260,-0.038
0.0600,0.30000,0.00000,0.97675,-0.00161,-0.00000,1.01776,0.99975,-0.00065,-0.00910,0.02017,0.23314,-0.20631,1.11518,0.99996,-0.00140,-0.00350,0.00804,-0.0000,0.0000,0.0000,0.0000,0.0043,-0.0020,-0.0008,0.0060,-5.159,21.041,154.234,8.264,11.715,1.699,-4.628,48.812,-138.927,12.775,7.695,-0.107
