mass_kg,trial_idx,rc,wall_seconds,success,reason,block_x0,block_xN,block_x_max,block_z_min,pelvis_z0,pelvis_zN,pelvis_z_min,csv
0.5,0,0,36.76451802253723,0,robot fell (min pelvis z=0.205 < 0.650),0.4,0.656,0.65812,0.97008,1.02996,0.20486,0.20486,runs/push_pillar/trial_m0.500kg_t00.csv
